timestamp,model,modalidad,algorithm,elapsed_s,peak_ram_MB
2026-07-05T01:27:25.937787,internvl,texto,SCK1,3.2187,158.74
2026-07-05T01:30:03.130923,internvl,texto,BAT,84.9605,165.69
2026-07-05T01:30:03.148446,internvl,texto,CSCLP,4.3789,158.9
2026-07-05T01:30:03.154481,internvl,texto,Kmedoids,3.5429,152.72
2026-07-05T01:30:03.159464,internvl,texto,ACO,148.812,169.3
2026-07-05T01:30:03.164444,internvl,texto,PSO,17.563,154.19
2026-07-05T01:30:03.168446,internvl,texto,HCAKC,26.1265,166.68
2026-07-05T01:30:03.173469,internvl,texto,KM-MILP,9.9581,160.61
2026-07-05T01:30:03.178446,internvl,texto,SCK1,4.6455,159.73
2026-07-05T01:32:50.828456,internvl,texto,BAT,71.3063,165.5
2026-07-05T01:32:50.847489,internvl,texto,CSCLP,6.3313,158.84
2026-07-05T01:32:50.853038,internvl,texto,Kmedoids,5.9139,152.6
2026-07-05T01:32:50.857760,internvl,texto,ACO,159.3512,167.64
2026-07-05T01:32:50.863389,internvl,texto,PSO,18.2694,153.29
2026-07-05T01:32:50.867427,internvl,texto,HCAKC,20.1007,167.39
2026-07-05T01:32:50.872383,internvl,texto,KM-MILP,7.5064,161.53
2026-07-05T01:32:50.876381,internvl,texto,SCK1,4.9642,158.81
2026-07-05T01:41:13.451223,internvl,texto,BAT,367.731,174.65
2026-07-05T01:41:13.463940,internvl,texto,CSCLP,63.8175,168.05
2026-07-05T01:41:13.476303,internvl,texto,Kmedoids,46.1512,162.59
2026-07-05T01:41:13.481830,internvl,texto,ACO,494.0054,178.91
2026-07-05T01:41:13.487871,internvl,texto,PSO,78.4505,162.02
2026-07-05T01:41:13.487871,internvl,texto,HCAKC,201.8741,173.99
2026-07-05T01:41:13.495388,internvl,texto,KM-MILP,169.5058,182.56
2026-07-05T01:41:13.501381,internvl,texto,SCK1,44.1865,175.7
2026-07-05T01:49:52.673109,internvl,texto,BAT,321.0267,177.73
2026-07-05T01:49:52.692131,internvl,texto,CSCLP,40.4499,169.04
2026-07-05T01:49:52.699125,internvl,texto,Kmedoids,37.7856,164.71
2026-07-05T01:49:52.704129,internvl,texto,ACO,510.83,179.54
2026-07-05T01:49:52.710126,internvl,texto,PSO,91.6422,163.73
2026-07-05T01:49:52.715127,internvl,texto,HCAKC,117.4569,177.26
2026-07-05T01:49:52.720129,internvl,texto,KM-MILP,55.2037,173.18
2026-07-05T01:49:52.724130,internvl,texto,SCK1,29.7178,170.62
2026-07-05T01:58:45.271580,internvl,texto,BAT,369.3425,175.99
2026-07-05T01:58:45.279659,internvl,texto,CSCLP,60.7365,169.3
2026-07-05T01:58:45.295824,internvl,texto,Kmedoids,52.0964,165.35
2026-07-05T01:58:45.298893,internvl,texto,ACO,524.1165,181.74
2026-07-05T01:58:45.298893,internvl,texto,PSO,81.737,164.8
2026-07-05T01:58:45.298893,internvl,texto,HCAKC,169.262,177.86
2026-07-05T01:58:45.311814,internvl,texto,KM-MILP,145.5662,184.46
2026-07-05T01:58:45.311814,internvl,texto,SCK1,39.1635,173.51
2026-07-05T02:09:51.905725,internvl,texto,BAT,407.4759,180.32
2026-07-05T02:09:51.923799,internvl,texto,CSCLP,53.2292,170.98
2026-07-05T02:09:51.929799,internvl,texto,Kmedoids,51.7208,167.15
2026-07-05T02:09:51.934795,internvl,texto,ACO,657.8089,183.85
2026-07-05T02:09:51.938800,internvl,texto,PSO,127.9572,166.15
2026-07-05T02:09:51.942797,internvl,texto,HCAKC,177.4342,181.28
2026-07-05T02:09:51.947795,internvl,texto,KM-MILP,61.5743,176.69
2026-07-05T02:09:51.951794,internvl,texto,SCK1,37.0287,172.71
2026-07-05T02:25:25.860999,internvl,texto,BAT,655.2457,182.88
2026-07-05T02:25:25.878019,internvl,texto,CSCLP,135.8952,177.17
2026-07-05T02:25:25.885016,internvl,texto,Kmedoids,124.2426,171.89
2026-07-05T02:25:25.890018,internvl,texto,ACO,925.172,188.98
2026-07-05T02:25:25.894023,internvl,texto,PSO,183.5137,172.26
2026-07-05T02:25:25.900018,internvl,texto,HCAKC,395.8469,185.54
2026-07-05T02:25:25.904458,internvl,texto,KM-MILP,287.7477,187.0
2026-07-05T02:25:25.907654,internvl,texto,SCK1,76.7137,179.45
2026-07-05T02:41:34.983199,internvl,texto,BAT,514.1498,184.78
2026-07-05T02:41:35.002226,internvl,texto,CSCLP,69.1254,178.06
2026-07-05T02:41:35.008223,internvl,texto,Kmedoids,71.7075,173.41
2026-07-05T02:41:35.012251,internvl,texto,ACO,960.4854,191.33
2026-07-05T02:41:35.017238,internvl,texto,PSO,224.4225,172.29
2026-07-05T02:41:35.022238,internvl,texto,HCAKC,261.0674,186.23
2026-07-05T02:41:35.027216,internvl,texto,KM-MILP,81.3065,182.5
2026-07-05T02:41:35.031215,internvl,texto,SCK1,61.7652,179.4
2026-07-05T03:00:25.607092,internvl,texto,BAT,762.1474,186.71
2026-07-05T03:00:25.621288,internvl,texto,CSCLP,155.2936,179.62
2026-07-05T03:00:25.628103,internvl,texto,Kmedoids,144.1442,175.33
2026-07-05T03:00:25.628103,internvl,texto,ACO,1121.8628,193.0
2026-07-05T03:00:25.636934,internvl,texto,PSO,297.3464,174.9
2026-07-05T03:00:25.636934,internvl,texto,HCAKC,207.7566,189.42
2026-07-05T03:00:25.649725,internvl,texto,KM-MILP,142.688,185.66
2026-07-05T03:00:25.652787,internvl,texto,SCK1,77.3852,183.61
2026-07-05T03:25:14.473065,internvl,texto,BAT,885.6269,187.59
2026-07-05T03:25:14.495091,internvl,texto,CSCLP,85.1593,180.69
2026-07-05T03:25:14.502082,internvl,texto,Kmedoids,85.7789,176.27
2026-07-05T03:25:14.506282,internvl,texto,ACO,1481.1966,195.36
2026-07-05T03:25:14.511097,internvl,texto,PSO,274.3275,174.08
2026-07-05T03:25:14.515732,internvl,texto,HCAKC,553.6211,190.76
2026-07-05T03:25:14.520679,internvl,texto,KM-MILP,107.6914,185.01
2026-07-05T03:25:14.525679,internvl,texto,SCK1,73.8535,180.88
2026-07-05T03:56:28.929714,internvl,texto,BAT,1178.5327,192.91
2026-07-05T03:56:28.982965,internvl,texto,CSCLP,163.2513,177.49
2026-07-05T03:56:28.989966,internvl,texto,Kmedoids,157.5013,177.65
2026-07-05T03:56:28.995968,internvl,texto,ACO,1863.3048,203.77
2026-07-05T03:56:29.001966,internvl,texto,PSO,383.8671,177.78
2026-07-05T03:56:29.007971,internvl,texto,HCAKC,513.9021,194.85
2026-07-05T03:56:29.012935,internvl,texto,KM-MILP,204.0,193.14
2026-07-05T03:56:29.018935,internvl,texto,SCK1,114.9129,187.07
2026-07-05T04:13:54.563294,internvl,texto,BAT,750.1323,187.73
2026-07-05T04:13:54.597868,internvl,texto,CSCLP,177.4874,177.55
2026-07-05T04:13:54.600876,internvl,texto,Kmedoids,168.438,177.5
2026-07-05T04:13:54.603868,internvl,texto,ACO,1032.76,187.58
2026-07-05T04:13:54.605870,internvl,texto,PSO,388.5624,177.64
2026-07-05T04:13:54.608863,internvl,texto,HCAKC,542.1424,177.94
2026-07-05T04:13:54.610860,internvl,texto,KM-MILP,177.2036,177.55
2026-07-05T04:13:54.613867,internvl,texto,SCK1,110.8182,187.55
2026-07-05T04:31:08.838973,internvl,texto,BAT,705.9949,187.59
2026-07-05T04:31:08.865966,internvl,texto,CSCLP,380.8264,177.76
2026-07-05T04:31:08.868954,internvl,texto,Kmedoids,376.1113,180.48
2026-07-05T04:31:08.870954,internvl,texto,ACO,1028.3037,187.58
2026-07-05T04:31:08.872957,internvl,texto,PSO,336.8499,177.74
2026-07-05T04:31:08.874955,internvl,texto,HCAKC,440.7298,177.76
2026-07-05T04:31:08.877963,internvl,texto,KM-MILP,263.8596,177.84
2026-07-05T04:31:08.879965,internvl,texto,SCK1,131.2233,185.82
2026-07-05T04:46:41.690236,internvl,texto,BAT,658.2795,193.38
2026-07-05T04:46:41.700265,internvl,texto,CSCLP,203.1266,187.45
2026-07-05T04:46:41.703284,internvl,texto,Kmedoids,196.4951,181.45
2026-07-05T04:46:41.705277,internvl,texto,ACO,927.3624,202.86
2026-07-05T04:46:41.708266,internvl,texto,PSO,315.9451,181.35
2026-07-05T04:46:41.710258,internvl,texto,HCAKC,496.2184,195.21
2026-07-05T04:46:41.712269,internvl,texto,KM-MILP,210.1685,194.23
2026-07-05T04:46:41.714266,internvl,texto,SCK1,111.2696,188.51
2026-07-05T06:03:15.944932,clip,imagen,BAT,7.0547,158.14
2026-07-05T06:03:15.945972,clip,imagen,CSCLP,0.8112,150.9
2026-07-05T06:03:15.945972,clip,imagen,Kmedoids,0.7337,146.81
2026-07-05T06:03:15.961737,clip,imagen,ACO,11.2345,158.89
2026-07-05T06:03:15.961737,clip,imagen,PSO,0.7336,147.47
2026-07-05T06:03:15.961737,clip,imagen,HCAKC,3.0327,160.25
2026-07-05T06:03:15.961737,clip,imagen,KM-MILP,2.4375,154.58
2026-07-05T06:03:15.961737,clip,imagen,SCK1,0.5025,153.6
2026-07-05T06:04:16.430261,clip,imagen,BAT,30.2704,162.28
2026-07-05T06:04:16.431288,clip,imagen,CSCLP,2.9414,154.91
2026-07-05T06:04:16.431288,clip,imagen,Kmedoids,2.5928,148.75
2026-07-05T06:04:16.431288,clip,imagen,ACO,55.5019,164.6
2026-07-05T06:04:16.463124,clip,imagen,PSO,7.883,149.89
2026-07-05T06:04:16.463124,clip,imagen,HCAKC,11.385,162.81
2026-07-05T06:04:16.463124,clip,imagen,KM-MILP,5.4469,157.4
2026-07-05T06:04:16.463124,clip,imagen,SCK1,1.9463,156.8
2026-07-05T06:05:15.307744,clip,imagen,BAT,26.4638,161.32
2026-07-05T06:05:15.319282,clip,imagen,CSCLP,1.6888,153.98
2026-07-05T06:05:15.322278,clip,imagen,Kmedoids,1.5786,149.01
2026-07-05T06:05:15.324282,clip,imagen,ACO,53.9073,163.82
2026-07-05T06:05:15.327264,clip,imagen,PSO,6.9288,150.43
2026-07-05T06:05:15.329261,clip,imagen,HCAKC,4.2212,162.64
2026-07-05T06:05:15.331221,clip,imagen,KM-MILP,3.0806,157.66
2026-07-05T06:05:15.333920,clip,imagen,SCK1,1.4016,153.33
2026-07-05T06:06:21.599005,clip,imagen,BAT,31.9705,163.28
2026-07-05T06:06:21.610588,clip,imagen,CSCLP,4.3963,152.73
2026-07-05T06:06:21.610588,clip,imagen,Kmedoids,3.9011,148.94
2026-07-05T06:06:21.610588,clip,imagen,ACO,61.2861,164.66
2026-07-05T06:06:21.610588,clip,imagen,PSO,8.9892,150.05
2026-07-05T06:06:21.610588,clip,imagen,HCAKC,12.6552,163.14
2026-07-05T06:06:21.610588,clip,imagen,KM-MILP,6.2006,159.43
2026-07-05T06:06:21.610588,clip,imagen,SCK1,2.4178,157.24
2026-07-05T06:07:40.354649,clip,imagen,BAT,47.5182,164.0
2026-07-05T06:07:40.365167,clip,imagen,CSCLP,3.3751,154.89
2026-07-05T06:07:40.368169,clip,imagen,Kmedoids,3.0519,149.59
2026-07-05T06:07:40.371164,clip,imagen,ACO,73.8127,165.85
2026-07-05T06:07:40.373167,clip,imagen,PSO,14.3039,149.49
2026-07-05T06:07:40.375168,clip,imagen,HCAKC,9.1218,163.69
2026-07-05T06:07:40.378166,clip,imagen,KM-MILP,5.6468,158.14
2026-07-05T06:07:40.380164,clip,imagen,SCK1,2.6687,157.23
2026-07-05T06:09:24.834493,clip,imagen,BAT,72.8966,163.44
2026-07-05T06:09:24.845519,clip,imagen,CSCLP,24.2502,156.55
2026-07-05T06:09:24.848508,clip,imagen,Kmedoids,22.6618,151.94
2026-07-05T06:09:24.851517,clip,imagen,ACO,99.1916,164.01
2026-07-05T06:09:24.853530,clip,imagen,PSO,19.2599,151.39
2026-07-05T06:09:24.855505,clip,imagen,HCAKC,26.054,165.77
2026-07-05T06:09:24.858511,clip,imagen,KM-MILP,36.6281,167.62
2026-07-05T06:09:24.860517,clip,imagen,SCK1,8.6281,162.11
2026-07-05T06:11:59.614657,clip,imagen,BAT,87.4693,167.23
2026-07-05T06:11:59.624690,clip,imagen,CSCLP,15.4999,157.14
2026-07-05T06:11:59.627666,clip,imagen,Kmedoids,14.7389,152.93
2026-07-05T06:11:59.629688,clip,imagen,ACO,149.7143,169.11
2026-07-05T06:11:59.632679,clip,imagen,PSO,31.676,153.47
2026-07-05T06:11:59.634668,clip,imagen,HCAKC,33.5655,166.27
2026-07-05T06:11:59.636680,clip,imagen,KM-MILP,16.1907,160.89
2026-07-05T06:11:59.638669,clip,imagen,SCK1,7.6935,160.28
2026-07-05T06:16:22.829946,clip,imagen,BAT,144.7047,169.66
2026-07-05T06:16:22.840983,clip,imagen,CSCLP,31.1523,161.25
2026-07-05T06:16:22.843973,clip,imagen,Kmedoids,29.4198,156.6
2026-07-05T06:16:22.846972,clip,imagen,ACO,258.0905,173.12
2026-07-05T06:16:22.849966,clip,imagen,PSO,55.4279,155.75
2026-07-05T06:16:22.851957,clip,imagen,HCAKC,39.4587,169.41
2026-07-05T06:16:22.854952,clip,imagen,KM-MILP,34.0029,166.81
2026-07-05T06:16:22.856959,clip,imagen,SCK1,18.2658,161.86
2026-07-05T06:24:14.820816,clip,imagen,BAT,289.5565,173.99
2026-07-05T06:24:14.833324,clip,imagen,CSCLP,50.2896,167.9
2026-07-05T06:24:14.836324,clip,imagen,Kmedoids,49.5621,162.32
2026-07-05T06:24:14.839324,clip,imagen,ACO,466.6999,179.48
2026-07-05T06:24:14.841324,clip,imagen,PSO,124.9826,160.4
2026-07-05T06:24:14.844325,clip,imagen,HCAKC,135.1776,174.74
2026-07-05T06:24:14.846332,clip,imagen,KM-MILP,63.7287,172.5
2026-07-05T06:24:14.848331,clip,imagen,SCK1,35.6833,167.27
2026-07-05T06:33:49.184371,clip,imagen,BAT,402.3963,174.33
2026-07-05T06:33:49.197380,clip,imagen,CSCLP,201.5451,168.13
2026-07-05T06:33:49.200380,clip,imagen,Kmedoids,188.5593,162.46
2026-07-05T06:33:49.203383,clip,imagen,ACO,569.3269,179.43
2026-07-05T06:33:49.205380,clip,imagen,PSO,102.272,160.85
2026-07-05T06:33:49.207379,clip,imagen,HCAKC,231.9002,176.37
2026-07-05T06:33:49.209389,clip,imagen,KM-MILP,262.4272,191.38
2026-07-05T06:33:49.212390,clip,imagen,SCK1,74.8349,169.45
2026-07-05T06:43:45.388797,clip,imagen,BAT,383.7214,174.47
2026-07-05T06:43:45.399821,clip,imagen,CSCLP,95.2921,168.57
2026-07-05T06:43:45.402819,clip,imagen,Kmedoids,92.5015,164.05
2026-07-05T06:43:45.405834,clip,imagen,ACO,591.2286,184.17
2026-07-05T06:43:45.408808,clip,imagen,PSO,182.3109,162.9
2026-07-05T06:43:45.410459,clip,imagen,HCAKC,189.359,176.75
2026-07-05T06:43:45.412036,clip,imagen,KM-MILP,112.3147,176.38
2026-07-05T06:43:45.415162,clip,imagen,SCK1,49.4106,171.2
2026-07-05T06:55:42.616534,clip,imagen,BAT,472.1025,177.29
2026-07-05T06:55:42.628572,clip,imagen,CSCLP,117.7153,170.91
2026-07-05T06:55:42.631548,clip,imagen,Kmedoids,109.4791,165.0
2026-07-05T06:55:42.634552,clip,imagen,ACO,712.148,185.44
2026-07-05T06:55:42.637556,clip,imagen,PSO,204.7126,163.73
2026-07-05T06:55:42.640546,clip,imagen,HCAKC,211.5247,178.45
2026-07-05T06:55:42.643542,clip,imagen,KM-MILP,127.6513,177.71
2026-07-05T06:55:42.645554,clip,imagen,SCK1,57.2195,171.26
2026-07-05T07:08:23.596565,clip,imagen,BAT,480.1879,178.11
2026-07-05T07:08:23.603391,clip,imagen,CSCLP,183.0072,171.05
2026-07-05T07:08:23.603391,clip,imagen,Kmedoids,178.9472,166.0
2026-07-05T07:08:23.603391,clip,imagen,ACO,749.4948,184.89
2026-07-05T07:08:23.603391,clip,imagen,PSO,218.8846,164.67
2026-07-05T07:08:23.619310,clip,imagen,HCAKC,180.5154,179.52
2026-07-05T07:08:23.619310,clip,imagen,KM-MILP,135.1242,175.69
2026-07-05T07:08:23.619310,clip,imagen,SCK1,61.5639,171.31
2026-07-05T07:22:54.936326,clip,imagen,BAT,597.9242,178.77
2026-07-05T07:22:54.948153,clip,imagen,CSCLP,214.2526,172.48
2026-07-05T07:22:54.952176,clip,imagen,Kmedoids,202.6569,165.54
2026-07-05T07:22:54.953930,clip,imagen,ACO,865.9556,187.42
2026-07-05T07:22:54.957966,clip,imagen,PSO,260.6577,164.66
2026-07-05T07:22:54.959980,clip,imagen,HCAKC,368.1545,179.26
2026-07-05T07:22:54.964005,clip,imagen,KM-MILP,279.5812,182.16
2026-07-05T07:22:54.966015,clip,imagen,SCK1,81.2559,173.93
2026-07-05T07:36:55.675114,clip,imagen,BAT,536.8009,179.19
2026-07-05T07:36:55.687149,clip,imagen,CSCLP,200.2436,170.6
2026-07-05T07:36:55.690125,clip,imagen,Kmedoids,190.8056,166.88
2026-07-05T07:36:55.693123,clip,imagen,ACO,835.4252,188.05
2026-07-05T07:36:55.695123,clip,imagen,PSO,254.8027,165.64
2026-07-05T07:36:55.698132,clip,imagen,HCAKC,195.5783,179.06
2026-07-05T07:36:55.701138,clip,imagen,KM-MILP,164.6236,180.6
2026-07-05T07:36:55.703146,clip,imagen,SCK1,72.322,171.48
2026-07-05T07:50:42.793383,clip,imagen,BAT,524.1081,177.77
2026-07-05T07:50:42.806425,clip,imagen,CSCLP,172.2923,169.13
2026-07-05T07:50:42.809398,clip,imagen,Kmedoids,172.457,165.67
2026-07-05T07:50:42.811397,clip,imagen,ACO,821.726,186.42
2026-07-05T07:50:42.814397,clip,imagen,PSO,248.2099,164.56
2026-07-05T07:50:42.816405,clip,imagen,HCAKC,210.4498,179.23
2026-07-05T07:50:42.818408,clip,imagen,KM-MILP,165.6934,177.11
2026-07-05T07:50:42.821400,clip,imagen,SCK1,72.8106,173.55
2026-07-05T08:04:45.077041,clip,imagen,BAT,542.1444,179.36
2026-07-05T08:04:45.084370,clip,imagen,CSCLP,170.9485,172.28
2026-07-05T08:04:45.091064,clip,imagen,Kmedoids,161.2,167.77
2026-07-05T08:04:45.091064,clip,imagen,ACO,836.339,188.07
2026-07-05T08:04:45.091064,clip,imagen,PSO,263.764,165.78
2026-07-05T08:04:45.091064,clip,imagen,HCAKC,260.2877,179.11
2026-07-05T08:04:45.100327,clip,imagen,KM-MILP,164.0803,182.94
2026-07-05T08:04:45.100327,clip,imagen,SCK1,74.2729,174.36
2026-07-05T08:05:01.709411,blip,imagen,BAT,5.7798,159.62
2026-07-05T08:05:01.709411,blip,imagen,CSCLP,0.8739,149.51
2026-07-05T08:05:01.709411,blip,imagen,Kmedoids,0.77,147.55
2026-07-05T08:05:01.722168,blip,imagen,ACO,11.4657,159.84
2026-07-05T08:05:01.722168,blip,imagen,PSO,0.695,145.82
2026-07-05T08:05:01.722168,blip,imagen,HCAKC,2.3344,157.73
2026-07-05T08:05:01.722168,blip,imagen,KM-MILP,2.6215,154.33
2026-07-05T08:05:01.722168,blip,imagen,SCK1,0.578,153.61
2026-07-05T08:05:58.458493,blip,imagen,BAT,23.4563,159.55
2026-07-05T08:05:58.460265,blip,imagen,CSCLP,1.6307,153.57
2026-07-05T08:05:58.472539,blip,imagen,Kmedoids,1.3822,147.15
2026-07-05T08:05:58.474553,blip,imagen,ACO,51.8824,162.56
2026-07-05T08:05:58.476307,blip,imagen,PSO,5.0348,146.81
2026-07-05T08:05:58.478318,blip,imagen,HCAKC,4.9729,160.83
2026-07-05T08:05:58.480333,blip,imagen,KM-MILP,3.7069,155.7
2026-07-05T08:05:58.482344,blip,imagen,SCK1,1.0036,153.79
2026-07-05T08:06:55.960858,blip,imagen,BAT,22.5792,160.73
2026-07-05T08:06:55.969261,blip,imagen,CSCLP,0.8975,152.76
2026-07-05T08:06:55.974957,blip,imagen,Kmedoids,0.7208,146.87
2026-07-05T08:06:55.977023,blip,imagen,ACO,52.5685,161.92
2026-07-05T08:06:55.980185,blip,imagen,PSO,5.6179,146.93
2026-07-05T08:06:55.981725,blip,imagen,HCAKC,2.9423,160.65
2026-07-05T08:06:55.984835,blip,imagen,KM-MILP,2.2551,152.12
2026-07-05T08:06:55.984835,blip,imagen,SCK1,0.8141,152.99
2026-07-05T08:07:59.927194,blip,imagen,BAT,28.0995,160.54
2026-07-05T08:07:59.939207,blip,imagen,CSCLP,2.7968,153.39
2026-07-05T08:07:59.942208,blip,imagen,Kmedoids,2.7375,147.45
2026-07-05T08:07:59.944210,blip,imagen,ACO,59.0498,163.36
2026-07-05T08:07:59.947209,blip,imagen,PSO,6.5595,149.3
2026-07-05T08:07:59.949211,blip,imagen,HCAKC,5.2026,162.19
2026-07-05T08:07:59.951207,blip,imagen,KM-MILP,4.6997,153.37
2026-07-05T08:07:59.954208,blip,imagen,SCK1,1.4225,155.49
2026-07-05T08:09:16.238377,blip,imagen,BAT,41.3929,160.56
2026-07-05T08:09:16.249391,blip,imagen,CSCLP,3.0169,152.32
2026-07-05T08:09:16.252392,blip,imagen,Kmedoids,2.7375,147.33
2026-07-05T08:09:16.255391,blip,imagen,ACO,71.3581,163.38
2026-07-05T08:09:16.257389,blip,imagen,PSO,12.1363,147.65
2026-07-05T08:09:16.260391,blip,imagen,HCAKC,6.2083,161.75
2026-07-05T08:09:16.262397,blip,imagen,KM-MILP,4.4318,156.39
2026-07-05T08:09:16.264391,blip,imagen,SCK1,1.2432,153.96
2026-07-05T08:10:55.007066,blip,imagen,BAT,63.3369,160.3
2026-07-05T08:10:55.007066,blip,imagen,CSCLP,22.463,154.51
2026-07-05T08:10:55.020658,blip,imagen,Kmedoids,20.7295,149.51
2026-07-05T08:10:55.020658,blip,imagen,ACO,93.7477,162.0
2026-07-05T08:10:55.020658,blip,imagen,PSO,14.7154,148.9
2026-07-05T08:10:55.020658,blip,imagen,HCAKC,18.8236,162.48
2026-07-05T08:10:55.020658,blip,imagen,KM-MILP,32.3075,159.25
2026-07-05T08:10:55.020658,blip,imagen,SCK1,6.4397,158.06
2026-07-05T08:13:21.035171,blip,imagen,BAT,75.3529,163.88
2026-07-05T08:13:21.046199,blip,imagen,CSCLP,8.3554,153.34
2026-07-05T08:13:21.050209,blip,imagen,Kmedoids,7.852,149.59
2026-07-05T08:13:21.052227,blip,imagen,ACO,141.0578,165.43
2026-07-05T08:13:21.055222,blip,imagen,PSO,22.9079,149.59
2026-07-05T08:13:21.058207,blip,imagen,HCAKC,17.8465,163.19
2026-07-05T08:13:21.061202,blip,imagen,KM-MILP,10.6486,157.43
2026-07-05T08:13:21.063201,blip,imagen,SCK1,4.3872,157.17
2026-07-05T08:17:31.940749,blip,imagen,BAT,129.8806,164.57
2026-07-05T08:17:31.951782,blip,imagen,CSCLP,15.5225,156.48
2026-07-05T08:17:31.954771,blip,imagen,Kmedoids,14.3495,151.98
2026-07-05T08:17:31.956771,blip,imagen,ACO,245.8345,167.84
2026-07-05T08:17:31.959778,blip,imagen,PSO,42.3461,151.14
2026-07-05T08:17:31.961771,blip,imagen,HCAKC,23.2643,165.68
2026-07-05T08:17:31.963762,blip,imagen,KM-MILP,20.2351,161.32
2026-07-05T08:17:31.965763,blip,imagen,SCK1,10.8377,158.95
2026-07-05T08:25:01.432021,blip,imagen,BAT,259.6457,166.33
2026-07-05T08:25:01.442060,blip,imagen,CSCLP,50.007,160.32
2026-07-05T08:25:01.445032,blip,imagen,Kmedoids,47.2187,153.58
2026-07-05T08:25:01.447048,blip,imagen,ACO,444.4014,171.7
2026-07-05T08:25:01.449043,blip,imagen,PSO,104.7138,153.96
2026-07-05T08:25:01.451050,blip,imagen,HCAKC,90.2572,167.23
2026-07-05T08:25:01.453043,blip,imagen,KM-MILP,48.2065,165.59
2026-07-05T08:25:01.455047,blip,imagen,SCK1,20.4764,161.33
2026-07-05T08:34:18.233293,blip,imagen,BAT,371.5604,166.71
2026-07-05T08:34:18.244343,blip,imagen,CSCLP,245.0178,160.55
2026-07-05T08:34:18.247326,blip,imagen,Kmedoids,232.0004,154.13
2026-07-05T08:34:18.250321,blip,imagen,ACO,551.8499,172.68
2026-07-05T08:34:18.253321,blip,imagen,PSO,77.5377,153.77
2026-07-05T08:34:18.255322,blip,imagen,HCAKC,97.1997,168.62
2026-07-05T08:34:18.257317,blip,imagen,KM-MILP,254.3818,180.34
2026-07-05T08:34:18.260322,blip,imagen,SCK1,51.6233,165.93
2026-07-05T08:43:30.355248,blip,imagen,BAT,337.3348,167.38
2026-07-05T08:43:30.365794,blip,imagen,CSCLP,78.5437,160.06
2026-07-05T08:43:30.368785,blip,imagen,Kmedoids,75.5356,155.56
2026-07-05T08:43:30.370782,blip,imagen,ACO,547.187,175.24
2026-07-05T08:43:30.373788,blip,imagen,PSO,139.852,154.45
2026-07-05T08:43:30.375785,blip,imagen,HCAKC,105.0031,168.49
2026-07-05T08:43:30.377785,blip,imagen,KM-MILP,84.5618,167.71
2026-07-05T08:43:30.380780,blip,imagen,SCK1,28.4962,162.96
2026-07-05T08:54:32.851531,blip,imagen,BAT,404.7919,169.88
2026-07-05T08:54:32.862566,blip,imagen,CSCLP,79.2418,161.7
2026-07-05T08:54:32.866542,blip,imagen,Kmedoids,73.8712,156.24
2026-07-05T08:54:32.868545,blip,imagen,ACO,657.4834,177.93
2026-07-05T08:54:32.870544,blip,imagen,PSO,145.2968,154.98
2026-07-05T08:54:32.873546,blip,imagen,HCAKC,86.1126,169.74
2026-07-05T08:54:32.876538,blip,imagen,KM-MILP,89.6914,166.02
2026-07-05T08:54:32.879548,blip,imagen,SCK1,33.2837,165.09
2026-07-05T09:06:19.804760,blip,imagen,BAT,418.592,168.24
2026-07-05T09:06:19.819771,blip,imagen,CSCLP,106.9761,152.59
2026-07-05T09:06:19.822779,blip,imagen,Kmedoids,101.2082,152.3
2026-07-05T09:06:19.825794,blip,imagen,ACO,701.9242,178.98
2026-07-05T09:06:19.828779,blip,imagen,PSO,161.8881,152.79
2026-07-05T09:06:19.831782,blip,imagen,HCAKC,86.7863,152.62
2026-07-05T09:06:19.833768,blip,imagen,KM-MILP,95.6945,152.64
2026-07-05T09:06:19.836779,blip,imagen,SCK1,36.7738,160.81
2026-07-05T09:20:25.262385,blip,imagen,BAT,557.2158,162.86
2026-07-05T09:20:25.265431,blip,imagen,CSCLP,288.2966,153.3
2026-07-05T09:20:25.278516,blip,imagen,Kmedoids,269.5624,153.56
2026-07-05T09:20:25.278516,blip,imagen,ACO,840.3456,163.12
2026-07-05T09:20:25.283555,blip,imagen,PSO,272.699,153.52
2026-07-05T09:20:25.285568,blip,imagen,HCAKC,280.4073,153.76
2026-07-05T09:20:25.285568,blip,imagen,KM-MILP,282.1745,153.25
2026-07-05T09:20:25.289327,blip,imagen,SCK1,58.4635,168.34
2026-07-05T09:33:55.634458,blip,imagen,BAT,505.6041,169.59
2026-07-05T09:33:55.638568,blip,imagen,CSCLP,154.2166,153.12
2026-07-05T09:33:55.638568,blip,imagen,Kmedoids,154.4714,153.49
2026-07-05T09:33:55.638568,blip,imagen,ACO,805.1544,179.6
2026-07-05T09:33:55.638568,blip,imagen,PSO,221.0207,153.42
2026-07-05T09:33:55.654602,blip,imagen,HCAKC,168.0199,169.7
2026-07-05T09:33:55.654602,blip,imagen,KM-MILP,124.0465,171.21
2026-07-05T09:33:55.654602,blip,imagen,SCK1,41.5136,153.71
2026-07-05T09:46:48.596864,blip,imagen,BAT,467.8421,168.89
2026-07-05T09:46:48.627963,blip,imagen,CSCLP,124.1624,161.67
2026-07-05T09:46:48.630946,blip,imagen,Kmedoids,124.8033,157.27
2026-07-05T09:46:48.632937,blip,imagen,ACO,767.8289,177.47
2026-07-05T09:46:48.635939,blip,imagen,PSO,194.9754,156.36
